x,y,value
0.62069,0.103448,0.160279
0.655172,0.103448,0.155622
0.689655,0.103448,0.148754
0.724138,0.103448,0.13979
0.758621,0.103448,0.128902
0.793103,0.103448,0.116303
0.827586,0.103448,0.102234
0.862069,0.103448,0.0869395
0.896552,0.103448,0.0706616
0.931034,0.103448,0.0536275
0.965517,0.103448,0.0360466
1,0.103448,0.0181111
0,0.137931,0.0144294
0.0344828,0.137931,0.0289036
0.0689655,0.137931,0.0434499
0.103448,0.137931,0.0580836
0.137931,0.137931,0.0728017
0.172414,0.137931,0.087577
0.206897,0.137931,0.102352
0.241379,0.137931,0.11703
0.275862,0.137931,0.131475
0.310345,0.137931,0.1455
0.344828,0.137931,0.15887
0.37931,0.137931,0.171304
0.413793,0.137931,0.182479
0.448276,0.137931,0.192048
0.482759,0.137931,0.199657
0.517241,0.137931,0.204975
0.551724,0.137931,0.207716
0.586207,0.137931,0.207665
0.62069,0.137931,0.204695
0.655172,0.137931,0.198773
0.689655,0.137931,0.189968
0.724138,0.137931,0.17844
0.758621,0.137931,0.16443
0.793103,0.137931,0.148236
0.827586,0.137931,0.130185
0.862069,0.137931,0.110607
0.896552,0.137931,0.0898221
0.931034,0.137931,0.06812
0.965517,0.137931,0.0457629
1,0.137931,0.022985
0,0.172414,0.0173122
0.0344828,0.172414,0.0346892
0.0689655,0.172414,0.0521756
0.103448,0.172414,0.0698018
0.137931,0.172414,0.087577
0.172414,0.172414,0.105481
0.206897,0.172414,0.123458
0.241379,0.172414,0.141402
0.275862,0.172414,0.159157
0.310345,0.172414,0.176502
0.344828,0.172414,0.193148
0.37931,0.172414,0.208741
0.413793,0.172414,0.222864
0.448276,0.172414,0.235059
0.482759,0.172414,0.244855
0.517241,0.172414,0.2518
0.551724,0.172414,0.255509
0.586207,0.172414,0.25569
0.62069,0.172414,0.25217
0.655172,0.172414,0.244908
0.689655,0.172414,0.233995
0.724138,0.172414,0.219653
0.758621,0.172414,0.202215
0.793103,0.172414,0.182089
0.827586,0.172414,0.159714
0.862069,0.172414,0.135527
0.896552,0.172414,0.109934
0.931034,0.172414,0.0832921
0.965517,0.172414,0.0559148
1,0.172414,0.0280712
0,0.206897,0.0201701
0.0344828,0.206897,0.0404308
0.0689655,0.206897,0.0608502
0.103448,0.206897,0.0814809
0.137931,0.206897,0.102352
0.172414,0.206897,0.123458
0.206897,0.206897,0.144751
0.241379,0.206897,0.166129
0.275862,0.206897,0.187421
0.310345,0.206897,0.208375
0.344828,0.206897,0.228653
0.37931,0.206897,0.247817
0.413793,0.206897,0.265342
0.448276,0.206897,0.280631
0.482759,0.206897,0.293054
0.517241,0.206897,0.302006
0.551724,0.206897,0.306964
0.586207,0.206897,0.30754
0.62069,0.206897,0.303504
0.655172,0.206897,0.294799
0.689655,0.206897,0.281547
0.724138,0.206897,0.26405
0.758621,0.206897,0.242767
0.793103,0.206897,0.218258
0.827586,0.206897,0.191113
0.862069,0.206897,0.161902
0.896552,0.206897,0.131129
0.931034,0.206897,0.0992262
0.965517,0.206897,0.0665487
1,0.206897,0.0333902
0,0.241379,0.0229812
0.0344828,0.241379,0.0460851
0.0689655,0.241379,0.0694105
0.103448,0.241379,0.0930399
0.137931,0.241379,0.11703
0.172414,0.241379,0.141402
0.206897,0.241379,0.166129
0.241379,0.241379,0.19112
0.275862,0.241379,0.216204
0.310345,0.241379,0.241112
0.344828,0.241379,0.265455
0.37931,0.241379,0.288714
0.413793,0.241379,0.310231
0.448276,0.241379,0.329235
0.482759,0.241379,0.344884
0.517241,0.241379,0.356355
0.551724,0.241379,0.362942
0.586207,0.241379,0.364132
0.62069,0.241379,0.359627
0.655172,0.241379,0.349347
0.689655,0.241379,0.333443
0.724138,0.241379,0.312322
0.758621,0.241379,0.286625
0.793103,0.241379,0.257131
0.827586,0.241379,0.22464
0.862069,0.241379,0.189886
0.896552,0.241379,0.153494
0.931034,0.241379,0.115962
0.965517,0.241379,0.07768
1,0.241379,0.0389465
0,0.275862,0.0257162
0.0344828,0.275862,0.0515939
0.0689655,0.275862,0.07777
0.103448,0.275862,0.104365
0.137931,0.275862,0.131475
0.172414,0.275862,0.159157
0.206897,0.275862,0.187421
0.241379,0.275862,0.216204
0.275862,0.275862,0.245356
0.310345,0.275862,0.274606
0.344828,0.275862,0.303533
0.37931,0.275862,0.331537
0.413793,0.275862,0.357813
0.448276,0.275862,0.381363
0.482759,0.275862,0.401051
0.517241,0.275862,0.415736
0.551724,0.275862,0.424454
0.586207,0.275862,0.426546
0.62069,0.275862,0.421644
0.655172,0.275862,0.409627
0.689655,0.275862,0.390655
0.724138,0.275862,0.36526
0.758621,0.275862,0.33436
0.793103,0.275862,0.29907
0.827586,0.275862,0.260487
0.862069,0.275862,0.219559
0.896552,0.275862,0.177035
0.931034,0.275862,0.133476
0.965517,0.275862,0.0892791
1,0.275862,0.0447213
0,0.310345,0.0283386
0.0344828,0.310345,0.0568838
0.0689655,0.310345,0.0858178
0.103448,0.310345,0.115308
0.137931,0.310345,0.1455
0.172414,0.310345,0.176502
0.206897,0.310345,0.208375
0.241379,0.310345,0.241112
0.275862,0.310345,0.274606
0.310345,0.310345,0.308618
0.344828,0.310345,0.342727
0.37931,0.310345,0.376273
0.413793,0.310345,0.408299
0.448276,0.310345,0.43752
0.482759,0.310345,0.462375
0.517241,0.310345,0.481229
0.551724,0.310345,0.492725
0.586207,0.310345,0.496077
0.62069,0.310345,0.490886
0.655172,0.310345,0.476963
0.689655,0.310345,0.454385
0.724138,0.310345,0.423787
0.758621,0.310345,0.38656
0.793103,0.310345,0.344369
0.827586,0.310345,0.298737
0.862069,0.310345,0.250873
0.896552,0.310345,0.20165
0.931034,0.310345,0.151654
0.965517,0.310345,0.101255
1,0.310345,0.0506648
0,0.344828,0.0308045
0.0344828,0.344828,0.0618661
0.0689655,0.344828,0.093419
0.103448,0.344828,0.125686
0.137931,0.344828,0.15887
0.172414,0.344828,0.193148
0.206897,0.344828,0.228653
0.241379,0.344828,0.265455
0.275862,0.344828,0.303533
0.310345,0.344828,0.342727
0.344828,0.344828,0.382674
0.37931,0.344828,0.422711
0.413793,0.344828,0.461759
0.448276,0.344828,0.498199
0.482759,0.344828,0.529845
0.517241,0.344828,0.55421
0.551724,0.344828,0.569259
0.586207,0.344828,0.574259
0.62069,0.344828,0.568961
0.655172,0.344828,0.553045
0.689655,0.344828,0.526218
0.724138,0.344828,0.489019
0.758621,0.344828,0.443794
0.793103,0.344828,0.39317
0.827586,0.344828,0.339273
0.862069,0.344828,0.283591
0.896552,0.344828,0.227071
0.931034,0.344828,0.170262
0.965517,0.344828,0.113437
1,0.344828,0.0566877
0,0.37931,0.0330639
0.0344828,0.37931,0.0664394
0.0689655,0.37931,0.100417
0.103448,0.37931,0.135281
0.137931,0.37931,0.171304
0.172414,0.37931,0.208741
0.206897,0.37931,0.247817
0.241379,0.37931,0.288714
0.275862,0.37931,0.331537
0.310345,0.37931,0.376273
0.344828,0.37931,0.422711
0.37931,0.37931,0.470309
0.413793,0.37931,0.517985
0.448276,0.37931,0.563815
0.482759,0.37931,0.604724
0.517241,0.37931,0.636619
0.551724,0.37931,0.655945
0.586207,0.37931,0.662832
0.62069,0.37931,0.65774
0.655172,0.37931,0.640115
0.689655,0.37931,0.608495
0.724138,0.37931,0.562345
0.758621,0.37931,0.506487
0.793103,0.37931,0.445298
0.827586,0.37931,0.381643
0.862069,0.37931,0.317188
0.896552,0.37931,0.252814
0.931034,0.37931,0.188909
0.965517,0.37931,0.125555
1,0.37931,0.0626541
0,0.413793,0.0350624
0.0344828,0.413793,0.0704921
0.0689655,0.413793,0.106639
0.103448,0.413793,0.143852
0.137931,0.413793,0.182479
0.172414,0.413793,0.222864
0.206897,0.413793,0.265342
0.241379,0.413793,0.310231
0.275862,0.413793,0.357813
0.310345,0.413793,0.408299
0.344828,0.413793,0.461759
0.37931,0.413793,0.517985
0.413793,0.413793,0.576199
0.448276,0.413793,0.634473
0.482759,0.413793,0.688721
0.517241,0.413793,0.731689
0.551724,0.413793,0.755148
0.586207,0.413793,0.763454
0.62069,0.413793,0.759115
0.655172,0.413793,0.741238
0.689655,0.413793,0.70536
0.724138,0.413793,0.645432
0.758621,0.413793,0.574562
0.793103,0.413793,0.499939
0.827586,0.413793,0.424854
0.862069,0.413793,0.350739
0.896552,0.413793,0.278116
0.931034,0.413793,0.207023
0.965517,0.413793,0.137235
1,0.413793,0.0683772
0,0.448276,0.0367432
0.0344828,0.448276,0.0739082
0.0689655,0.448276,0.111903
0.103448,0.448276,0.151141
0.137931,0.448276,0.192048
0.172414,0.448276,0.235059
0.206897,0.448276,0.280631
0.241379,0.448276,0.329235
0.275862,0.448276,0.381363
0.310345,0.448276,0.43752
0.344828,0.448276,0.498199
0.37931,0.448276,0.563815
0.413793,0.448276,0.634473
0.448276,0.448276,0.709256
0.482759,0.448276,0.784074
0.517241,0.448276,0.846325
0.551724,0.448276,0.869556
0.586207,0.448276,0.876766
0.62069,0.448276,0.874067
0.655172,0.448276,0.8604
0.689655,0.448276,0.826311
0.724138,0.448276,0.739499
0.758621,0.448276,0.646431
0.793103,0.448276,0.55508
0.827586,0.448276,0.467128
0.862069,0.448276,0.382829
0.896552,0.448276,0.301913
0.931034,0.448276,0.223852
0.965517,0.448276,0.147994
1,0.448276,0.0736234
0,0.482759,0.0380508
0.0344828,0.482759,0.076573
0.0689655,0.482759,0.116028
0.103448,0.482759,0.156891
0.137931,0.482759,0.199657
0.172414,0.482759,0.244855
0.206897,0.482759,0.293054
0.241379,0.482759,0.344884
0.275862,0.482759,0.401051
0.310345,0.482759,0.462375
0.344828,0.482759,0.529845
0.37931,0.482759,0.604724
0.413793,0.482759,0.688721
0.448276,0.482759,0.784074
0.482759,0.482759,0.892037
0.517241,0.482759,1
0.551724,0.482759,1
0.586207,0.482759,1
0.62069,0.482759,1
0.655172,0.482759,1
0.689655,0.482759,1
0.724138,0.482759,0.839847
0.758621,0.482759,0.716612
0.793103,0.482759,0.606853
0.827586,0.482759,0.505776
0.862069,0.482759,0.411562
0.896552,0.482759,0.322874
0.931034,0.482759,0.238494
0.965517,0.482759,0.157274
1,0.482759,0.0781256
0,0.517241,0.0389337
0.0344828,0.517241,0.0783804
0.0689655,0.517241,0.118847
0.103448,0.517241,0.160859
0.137931,0.517241,0.204975
0.172414,0.517241,0.2518
0.206897,0.517241,0.302006
0.241379,0.517241,0.356355
0.275862,0.517241,0.415736
0.310345,0.517241,0.481229
0.344828,0.517241,0.55421
0.37931,0.517241,0.636619
0.413793,0.517241,0.731689
0.448276,0.517241,0.846325
0.482759,0.517241,1
0.517241,0.517241,1
0.551724,0.517241,1.1334
0.586207,0.517241,1.17667
0.62069,0.517241,1.17115
0.655172,0.517241,1.11953
0.689655,0.517241,1
0.724138,0.517241,0.903294
0.758621,0.517241,0.773336
0.793103,0.517241,0.649965
0.827586,0.517241,0.537584
0.862069,0.517241,0.43479
0.896552,0.517241,0.339545
0.931034,0.517241,0.249988
0.965517,0.517241,0.164491
1,0.517241,0.0816071
0,0.551724,0.0393485
0.0344828,0.551724,0.0792403
0.0689655,0.551724,0.120216
0.103448,0.551724,0.162839
0.137931,0.551724,0.207716
0.172414,0.551724,0.255509
0.206897,0.551724,0.306964
0.241379,0.551724,0.362942
0.275862,0.551724,0.424454
0.310345,0.551724,0.492725
0.344828,0.551724,0.569259
0.37931,0.551724,0.655945
0.413793,0.551724,0.755148
0.448276,0.551724,0.869556
0.482759,0.551724,1
0.517241,0.551724,1.1334
0.551724,0.551724,1.23803
0.586207,0.551724,1.28321
0.62069,0.551724,1.26952
0.655172,0.551724,1.18805
0.689655,0.551724,1
0.724138,0.551724,1
0.758621,0.551724,0.823486
0.793103,0.551724,0.682103
0.827586,0.551724,0.559822
0.862069,0.551724,0.450484
0.896552,0.551724,0.350541
0.931034,0.551724,0.257431
0.965517,0.551724,0.169103
1,0.551724,0.0838134
0,0.586207,0.0392622
0.0344828,0.586207,0.0790849
0.0689655,0.586207,0.120028
0.103448,0.586207,0.162677
0.137931,0.586207,0.207665
0.172414,0.586207,0.25569
0.206897,0.586207,0.30754
0.241379,0.586207,0.364132
0.275862,0.586207,0.426546
0.310345,0.586207,0.496077
0.344828,0.586207,0.574259
0.37931,0.586207,0.662832
0.413793,0.586207,0.763454
0.448276,0.586207,0.876766
0.482759,0.586207,1
0.517241,0.586207,1.17667
0.551724,0.586207,1.28321
0.586207,0.586207,1.3297
0.62069,0.586207,1.31675
0.655172,0.586207,1.24426
0.689655,0.586207,1.1203
0.724138,0.586207,1
0.758621,0.586207,0.838513
0.793103,0.586207,0.695153
0.827586,0.586207,0.569132
0.862069,0.586207,0.456795
0.896552,0.586207,0.354715
0.931034,0.586207,0.260101
0.965517,0.586207,0.170681
1,0.586207,0.0845453
0,0.62069,0.0386553
0.0344828,0.62069,0.0778735
0.0689655,0.62069,0.118218
0.103448,0.62069,0.160279
0.137931,0.62069,0.204695
0.172414,0.62069,0.25217
0.206897,0.62069,0.303504
0.241379,0.62069,0.359627
0.275862,0.62069,0.421644
0.310345,0.62069,0.490886
0.344828,0.62069,0.568961
0.37931,0.62069,0.65774
0.413793,0.62069,0.759115
0.448276,0.62069,0.874067
0.482759,0.62069,1
0.517241,0.62069,1.17115
0.551724,0.62069,1.26952
0.586207,0.62069,1.31675
0.62069,0.62069,1.30461
0.655172,0.62069,1.23302
0.689655,0.62069,1.11806
0.724138,0.62069,1
0.758621,0.62069,0.835421
0.793103,0.62069,0.690871
0.827586,0.62069,0.564767
0.862069,0.62069,0.452858
0.896552,0.62069,0.351434
0.931034,0.62069,0.257582
0.965517,0.62069,0.168979
1,0.62069,0.0836882
0,0.655172,0.0375226
0.0344828,0.655172,0.0755956
0.0689655,0.655172,0.11477
0.103448,0.655172,0.155622
0.137931,0.655172,0.198773
0.172414,0.655172,0.244908
0.206897,0.655172,0.294799
0.241379,0.655172,0.349347
0.275862,0.655172,0.409627
0.310345,0.655172,0.476963
0.344828,0.655172,0.553045
0.37931,0.655172,0.640115
0.413793,0.655172,0.741238
0.448276,0.655172,0.8604
0.482759,0.655172,1
0.517241,0.655172,1.11953
0.551724,0.655172,1.18805
0.586207,0.655172,1.24426
0.62069,0.655172,1.23302
0.655172,0.655172,1.14623
0.689655,0.655172,1
0.724138,0.655172,1
0.758621,0.655172,0.812305
0.793103,0.655172,0.668152
0.827586,0.655172,0.546215
0.862069,0.655172,0.438442
0.896552,0.655172,0.340589
0.931034,0.655172,0.249821
0.965517,0.655172,0.163969
1,0.655172,0.0812293
0,0.689655,0.0358739
0.0344828,0.689655,0.0722715
0.0689655,0.689655,0.109716
0.103448,0.689655,0.148754
0.137931,0.689655,0.189968
0.172414,0.689655,0.233995
0.206897,0.689655,0.281547
0.241379,0.689655,0.333443
0.275862,0.689655,0.390655
0.310345,0.689655,0.454385
0.344828,0.689655,0.526218
0.37931,0.689655,0.608495
0.413793,0.689655,0.70536
0.448276,0.689655,0.826311
0.482759,0.689655,1
0.517241,0.689655,1
0.551724,0.689655,1
0.586207,0.689655,1.1203
0.62069,0.689655,1.11806
0.655172,0.689655,1
0.689655,0.689655,1
0.724138,0.689655,0.879796
0.758621,0.689655,0.74565
0.793103,0.689655,0.623224
0.827586,0.689655,0.513507
0.862069,0.689655,0.414114
0.896552,0.689655,0.322665
0.931034,0.689655,0.237147
0.965517,0.689655,0.155849
1,0.689655,0.0772613
0,0.724138,0.0337327
0.0344828,0.724138,0.0679503
0.0689655,0.724138,0.103136
0.103448,0.724138,0.13979
0.137931,0.724138,0.17844
0.172414,0.724138,0.219653
0.206897,0.724138,0.26405
0.241379,0.724138,0.312322
0.275862,0.724138,0.36526
0.310345,0.724138,0.423787
0.344828,0.724138,0.489019
0.37931,0.724138,0.562345
0.413793,0.724138,0.645432
0.448276,0.724138,0.739499
0.482759,0.724138,0.839847
0.517241,0.724138,0.903294
0.551724,0.724138,1
0.586207,0.724138,1
0.62069,0.724138,1
0.655172,0.724138,1
0.689655,0.724138,0.879796
0.724138,0.724138,0.773536
0.758621,0.724138,0.667279
0.793103,0.724138,0.565594
0.827586,0.724138,0.470479
0.862069,0.724138,0.381848
0.896552,0.724138,0.298815
0.931034,0.724138,0.220258
0.965517,0.724138,0.14502
1,0.724138,0.0719678
0,0.758621,0.0311347
0.0344828,0.758621,0.0627061
0.0689655,0.758621,0.0951472
0.103448,0.758621,0.128902
0.137931,0.758621,0.16443
0.172414,0.758621,0.202215
0.206897,0.758621,0.242767
0.241379,0.758621,0.286625
0.275862,0.758621,0.33436
0.310345,0.758621,0.38656
0.344828,0.758621,0.443794
0.37931,0.758621,0.506487
0.413793,0.758621,0.574562
0.448276,0.758621,0.646431
0.482759,0.758621,0.716612
0.517241,0.758621,0.773336
0.551724,0.758621,0.823486
0.586207,0.758621,0.838513
0.62069,0.758621,0.835421
0.655172,0.758621,0.812305
0.689655,0.758621,0.74565
0.724138,0.758621,0.667279
0.758621,0.758621,0.584339
0.793103,0.758621,0.501401
0.827586,0.758621,0.42097
0.862069,0.758621,0.343989
0.896552,0.758621,0.270494
0.931034,0.758621,0.200053
0.965517,0.758621,0.132006
1,0.758621,0.0655911
0,0.793103,0.0281251
0.0344828,0.793103,0.0566322
0.0689655,0.793103,0.085898
0.103448,0.793103,0.116303
0.137931,0.793103,0.148236
0.172414,0.793103,0.182089
0.206897,0.793103,0.218258
0.241379,0.793103,0.257131
0.275862,0.793103,0.29907
0.310345,0.793103,0.344369
0.344828,0.793103,0.39317
0.37931,0.793103,0.445298
0.413793,0.793103,0.499939
0.448276,0.793103,0.55508
0.482759,0.793103,0.606853
0.517241,0.793103,0.649965
0.551724,0.793103,0.682103
0.586207,0.793103,0.695153
0.62069,0.793103,0.690871
0.655172,0.793103,0.668152
0.689655,0.793103,0.623224
0.724138,0.793103,0.565594
0.758621,0.793103,0.501401
0.793103,0.793103,0.434708
0.827586,0.793103,0.368016
0.862069,0.793103,0.302649
0.896552,0.793103,0.239124
0.931034,0.793103,0.177456
0.965517,0.793103,0.117362
1,0.793103,0.0583911
0,0.827586,0.0247552
0.0344828,0.827586,0.0498346
0.0689655,0.827586,0.0755552
0.103448,0.827586,0.102234
0.137931,0.827586,0.130185
0.172414,0.827586,0.159714
0.206897,0.827586,0.191113
0.241379,0.827586,0.22464
0.275862,0.827586,0.260487
0.310345,0.827586,0.298737
0.344828,0.827586,0.339273
0.37931,0.827586,0.381643
0.413793,0.827586,0.424854
0.448276,0.827586,0.467128
0.482759,0.827586,0.505776
0.517241,0.827586,0.537584
0.551724,0.827586,0.559822
0.586207,0.827586,0.569132
0.62069,0.827586,0.564767
0.655172,0.827586,0.546215
0.689655,0.827586,0.513507
0.724138,0.827586,0.470479
0.758621,0.827586,0.42097
0.793103,0.827586,0.368016
0.827586,0.827586,0.313742
0.862069,0.827586,0.25947
0.896552,0.827586,0.205899
0.931034,0.827586,0.153287
0.965517,0.827586,0.101598
1,0.827586,0.0506114
0,0.862069,0.0210798
0.0344828,0.862069,0.0424251
0.0689655,0.862069,0.0642938
0.103448,0.862069,0.0869395
0.137931,0.862069,0.110607
0.172414,0.862069,0.135527
0.206897,0.862069,0.161902
0.241379,0.862069,0.189886
0.275862,0.862069,0.219559
0.310345,0.862069,0.250873
0.344828,0.862069,0.283591
0.37931,0.862069,0.317188
0.413793,0.862069,0.350739
0.448276,0.862069,0.382829
0.482759,0.862069,0.411562
0.517241,0.862069,0.43479
0.551724,0.862069,0.450484
0.586207,0.862069,0.456795
0.62069,0.862069,0.452858
0.655172,0.862069,0.438442
0.689655,0.862069,0.414114
0.724138,0.862069,0.381848
0.758621,0.862069,0.343989
0.793103,0.862069,0.302649
0.827586,0.862069,0.25947
0.862069,0.862069,0.215593
0.896552,0.862069,0.171718
0.931034,0.862069,0.128197
0.965517,0.862069,0.0851325
1,0.862069,0.042457
0,0.896552,0.0171543
0.0344828,0.896552,0.0345166
0.0689655,0.896552,0.0522876
0.103448,0.896552,0.0706616
0.137931,0.896552,0.0898221
0.172414,0.896552,0.109934
0.206897,0.896552,0.131129
0.241379,0.896552,0.153494
0.275862,0.896552,0.177035
0.310345,0.896552,0.20165
0.344828,0.896552,0.227071
0.37931,0.896552,0.252814
0.413793,0.896552,0.278116
0.448276,0.896552,0.301913
0.482759,0.896552,0.322874
0.517241,0.896552,0.339545
0.551724,0.896552,0.350541
0.586207,0.896552,0.354715
0.62069,0.896552,0.351434
0.655172,0.896552,0.340589
0.689655,0.896552,0.322665
0.724138,0.896552,0.298815
0.758621,0.896552,0.270494
0.793103,0.896552,0.239124
0.827586,0.896552,0.205899
0.862069,0.896552,0.171718
0.896552,0.896552,0.137185
0.931034,0.896552,0.102652
0.965517,0.896552,0.0682791
1,0.896552,0.0340844
0,0.931034,0.0130329
0.0344828,0.931034,0.0262185
0.0689655,0.931034,0.0397033
0.103448,0.931034,0.0536275
0.137931,0.931034,0.06812
0.172414,0.931034,0.0832921
0.206897,0.931034,0.0992262
0.241379,0.931034,0.115962
0.275862,0.931034,0.133476
0.310345,0.931034,0.151654
0.344828,0.931034,0.170262
0.37931,0.931034,0.188909
0.413793,0.931034,0.207023
0.448276,0.931034,0.223852
0.482759,0.931034,0.238494
0.517241,0.931034,0.249988
0.551724,0.931034,0.257431
0.586207,0.931034,0.260101
0.62069,0.931034,0.257582
0.655172,0.931034,0.249821
0.689655,0.931034,0.237147
0.724138,0.931034,0.220258
0.758621,0.931034,0.200053
0.793103,0.931034,0.177456
0.827586,0.931034,0.153287
0.862069,0.931034,0.128197
0.896552,0.931034,0.102652
0.931034,0.931034,0.0769499
0.965517,0.931034,0.051248
1,0.931034,0.0256019
0,0.965517,0.00876743
0.0344828,0.965517,0.0176349
0.0689655,0.965517,0.0266978
0.103448,0.965517,0.0360466
0.137931,0.965517,0.0457629
0.172414,0.965517,0.0559148
0.206897,0.965517,0.0665487
0.241379,0.965517,0.07768
0.275862,0.965517,0.0892791
0.310345,0.965517,0.101255
0.344828,0.965517,0.113437
0.37931,0.965517,0.125555
0.413793,0.965517,0.137235
0.448276,0.965517,0.147994
0.482759,0.965517,0.157274
0.517241,0.965517,0.164491
0.551724,0.965517,0.169103
0.586207,0.965517,0.170681
0.62069,0.965517,0.168979
0.655172,0.965517,0.163969
0.689655,0.965517,0.155849
0.724138,0.965517,0.14502
0.758621,0.965517,0.132006
0.793103,0.965517,0.117362
0.827586,0.965517,0.101598
0.862069,0.965517,0.0851325
0.896552,0.965517,0.0682791
0.931034,0.965517,0.051248
0.965517,0.965517,0.0341615
1,0.965517,0.0170752
0,1,0.00440735
0.0344828,1,0.0088641
0.0689655,1,0.0134173
0.103448,1,0.0181111
0.137931,1,0.022985
0.172414,1,0.0280712
0.206897,1,0.0333902
0.241379,1,0.0389465
0.275862,1,0.0447213
0.310345,1,0.0506648
0.344828,1,0.0566877
0.37931,1,0.0626541
0.413793,1,0.0683772
0.448276,1,0.0736234
0.482759,1,0.0781256
0.517241,1,0.0816071
0.551724,1,0.0838134
0.586207,1,0.0845453
0.62069,1,0.0836882
0.655172,1,0.0812293
0.689655,1,0.0772613
0.724138,1,0.0719678
0.758621,1,0.0655911
0.793103,1,0.0583911
0.827586,1,0.0506114
0.862069,1,0.042457
0.896552,1,0.0340844
0.931034,1,0.0256019
0.965517,1,0.0170752
1,1,0.00853761
